date,code,km,stay,weight,visit
2020-04-04,20660,1.9321047655926242,0.9992787195459949,7.633963006011311e-05,0.009980296300339113
2020-04-04,20910,1.9285895730387062,0.9992970653798007,5.454103954721148e-05,0.004992477824884928
2020-04-04,21110,2.1367413073946415,0.9984692098255379,9.557299634356193e-05,0.022884949162726615
2020-04-04,21180,2.0642970075062648,0.9961679962502541,0.00018747297294633507,0.006045762548487021
2020-04-04,21450,,1.0,9.434200612696554e-05,0.0
2020-04-04,21610,1.925636658244579,0.9998331579258048,0.00031481957053103066,0.008244434050755619
2020-04-04,21890,1.9318803240681064,0.9973209273017213,0.00011052401158158376,0.009630224403982413
2020-04-04,22170,1.921439749870117,0.9992978932606862,0.0001247670790405202,0.0
2020-04-04,22310,2.0075921597415554,0.9974154879147739,9.74260960800768e-05,0.03254166299767445
2020-04-04,22670,1.94166071758723,0.9910327032776931,0.00017221706255802184,0.01951735676398421
2020-04-04,22750,1.923135733536492,0.9989801294328321,0.00019911573732105204,0.0
2020-04-04,23110,1.9302889458812371,0.9999821104919653,6.0501163706301406e-05,7.30752914684504e-05
2020-04-04,23270,2.218223623450146,0.9972784822456887,0.00020775794515613883,0.017524340302810987
2020-04-04,23430,2.033960466489246,0.9988275931155278,0.00011124290370047467,0.022582167610702916
2020-04-04,23670,,1.0,0.0001221483567650286,0.0
2020-04-04,24210,,1.0,6.887566071519444e-05,0.0
2020-04-04,24330,2.5263458169739557,0.9932429835641432,7.874207395118205e-05,0.0243925137355488
2020-04-04,24410,1.9301784170531318,0.9993556061088482,8.032900847122109e-05,0.0
2020-04-04,24600,2.8476265603481568,0.966197882846377,0.00017621546257063877,0.29704579822864263
2020-04-04,24650,2.028283410570618,0.9964706267810712,0.00015230587334393462,0.0
2020-04-04,24970,1.9278980720830625,0.9984013667155628,0.00012372567567833992,0.008186232463464636
2020-04-04,25060,3.8888647253464925,0.9989720708895712,8.565002802012007e-05,0.017907939176067755
2020-04-04,25250,2.066247117485755,0.9979390202747768,0.00012765935856696872,0.03784009013052335
2020-04-04,25340,,1.0,0.00011373740857037737,0.0
2020-04-04,25710,,1.0,4.13376527715608e-05,0.0
2020-04-04,25900,2.3884489038048593,0.9735233512670657,9.059954936741308e-05,0.20345095775886773
2020-04-04,26080,,1.0,8.969653069986565e-07,0.0
2020-04-04,26350,2.1056342183938788,0.9848016252366164,7.57723620888162e-05,0.11798993958523117
2020-04-04,26980,5.283292798574566,0.9986795852475441,0.00010414659060384743,0.0075257761675081355
2020-04-04,27260,1.928419290235912,0.9993261870105479,0.00028364969911981295,0.0
2020-04-04,27350,2.09084276652177,0.9793057197299241,6.871546284827377e-05,0.13164400549632926
2020-04-05,20660,,1.0,7.611476542111605e-05,0.0
2020-04-05,20910,3.3633506939836897,0.9991715404671281,5.399006304014659e-05,0.004677970068627257
2020-04-05,21110,3.5379222214405206,0.9981557056082004,9.587239715664358e-05,0.009828403549256463
2020-04-05,21180,2.4886307363372415,0.999290521525648,0.0001852060567140945,0.0
2020-04-05,21450,,1.0,9.218209099295118e-05,0.0
2020-04-05,21610,1.9256366582460305,0.999740321536628,0.0003097258629556093,0.004635039001671891
2020-04-05,21890,8.636078465849797,0.9994234133763383,0.00011049328576010578,0.0
2020-04-05,22170,,1.0,0.00012162755363927001,0.0
2020-04-05,22310,2.6254208784668025,0.9974199563839821,9.810850864286274e-05,0.0213434118477728
2020-04-05,22670,1.926061233744861,0.9942764094000989,0.0001697152692264187,0.023765458310356556
2020-04-05,22750,,1.0,0.00019495975847383783,0.0
2020-04-05,23110,1.9301784175860484,0.9999994870704357,5.9604673248465414e-05,8.265980410591386e-05
2020-04-05,23270,2.136582410641636,0.9990680242155988,0.00020507705770909633,0.015916831994534412
2020-04-05,23430,1.9263901396360543,0.9993555711543503,0.00011026880403987245,0.003667471608115123
2020-04-05,23670,,1.0,0.00012041375867987038,0.0
2020-04-05,24210,,1.0,6.895476733118032e-05,0.0
2020-04-05,24330,4.05253222598546,0.994486855677926,7.851875833413576e-05,0.02544381317438005
2020-04-05,24410,,1.0,7.885823888750035e-05,0.0
2020-04-05,24600,2.5441166460786784,0.9684383138175964,0.0001743985603830933,0.4969516625743268
2020-04-05,24650,1.9334944838476171,0.9987992392597846,0.000149223252799227,0.0
2020-04-05,24970,,1.0,0.0001239058153064777,0.0
2020-04-05,25060,4.773331196917648,0.9979748150173885,8.515641146825902e-05,0.012444138797350079
2020-04-05,25250,4.639043774419179,0.9963490670686838,0.0001273160722036079,0.0074286886399175895
2020-04-05,25340,,1.0,0.00011058389768302256,0.0
2020-04-05,25710,,1.0,4.133978891097826e-05,0.0
2020-04-05,25900,2.853186215094127,0.9740459926565022,9.1038288785085e-05,0.19213878195358014
2020-04-05,26080,,1.0,9.254922232179502e-07,0.0
2020-04-05,26350,2.535488254174335,0.9857555095673594,7.625366715754227e-05,0.09770666109268455
2020-04-05,26980,1.9299514743084367,0.9992323837740291,0.00010374479528022818,0.0
2020-04-05,27260,7.457862027674149,0.9991717112035541,0.000278821767022138,0.0
2020-04-05,27350,2.23262917950456,0.9826418594841445,6.869464292534747e-05,0.08396900758332039
2020-04-06,20660,,1.0,6.906050381117746e-05,0.0031127743791323492
2020-04-06,20910,4.886806138767453,0.9992137577652438,4.9665053200846126e-05,0.0020651265695003852
2020-04-06,21110,2.860109492780428,0.9941928195050191,9.043872427682275e-05,0.025987155475886065
2020-04-06,21180,4.839090885917363,0.9969936900467404,0.00016570389508759354,0.012803827914017508
2020-04-06,21450,,1.0,7.585040111096958e-05,0.0
2020-04-06,21610,1.9256366582457765,0.9998679250062429,0.0002609852842073756,0.0018331012715732614
